,Unnamed: 0,Message,Spam
99,99,"we guarantee you free signups before you ever pay a penny! we will show you the money before you ever take out your wallet. sign up for free and test drive our system. no obligation whatsoever. no time limit on the test drive. our system is so powerful that the system enrolled over 400 people into my downline the first week. to get signed up for free and take a test drive click the link: mailto:guaranteed4u@btamail.net.cn?subject=more_m_info_please the national attention drawn by this program will drive this program with incredible momentum! don't wait, if you wait, the next 400 people will be above you. signup now for your free test drive and have the next 400 below you! mailto:guaranteed4u@btamail.net.cn?subject=more_m_info_please all the best, daniel financially independent home business owner 1-800-242-0363, mailbox 1993 ______________________________________________________ to be excluded from future notices: mailto:guaranteed4u@btamail.net.cn?subject=exclude",1
100,100,"hallo, i found yours email id in directoric. i have been from russian and for a man like you have i been lookink. http://www.easygoingcompanion.com/?oc=6120 .if you no want to hear from me again just reply and i no bother you again **",1
101,101,"dear friend: find solutions to all your daily problems and life's challenges at the click of a mouse button? we have the answers you're looking for on the word bible cd-rom it is one of the most powerful, life-changing tools available today and it's easy to use. on one cd, (windows or macintosh versions) you have a complete library of bibles, well known reference books and study tools. you can view several bible versions simultaneously, make personal notes, print scriptures and search by word, phrase or topic. the word bible cd offers are simply amazing. the wide range of resources on the cd are valued at over $1,500 if purchased separately. ** 14 english bible versions ** 32 foreign language versions ** 9 original language versions ** homeschool resource index ** 17 notes & commentaries ** colorful maps, illustrations, & graphs ** step-by-step tutorial ** fast & powerful word/phrase search ** more than 660,000 cross references ** complete manual with index also: ** build a strong foundation for dynamic bible study, ** make personal notes directly into your computer, ** create links to favorite scriptures and books. try it. no risk. 30-day money-back guarantee [excluding shipping & handling] if you are interested in complete information on the word cd, please visit our web site: http://bible.onchina.net/ us and international orders accepted. credit cards and personal checks accepted. if your browser won't load the web site please click the link below to send us an e-mail and we will provide you more information. mailto:bible-cd@minister.com?subject=please-email-bible-info your relationship with god is the foundation of your life -- on earth and for eternity. it's the most important relationship you'll ever enjoy. build your relationship with god so you can reap the life-changing benefits only he can provide: unconditional love; eternal life; financial and emotional strength; health; and solutions to every problem or challenge you'll ever face. may god bless you, ggii ministries, 160 white pines dr., alpharetta ga, 30004 e-mail address:bible-cd@minister.com phone: 770-343-9724 ****************************************** we apologize if you are not interested in being on our bible news e-mail list. the internet is the fastest method of distributing this type of timely information. if you wish to have your e-mail address deleted from our bible news e-mail database, do not use the reply button. the from address does not go to our remove database. simply click here to send an e-mail that will remove your address from the database: mailto:rm6920@post.com?subject=offlist",1
102,102,"lowest rates available for term life insurance! take a moment and fill out our online form to see the low rate you qualify for. save up to 70% from regular rates! smokers accepted! http://ww1.bestoffersonthenet.com/termlifequote/ representing quality nationwide carriers. act now! --------------------------------------- to easily remove your address from the list, go to: http://ww1.bestoffersonthenet.com/stopthemailplease/ please allow 48-72 hours for removal.",1
103,103,"we are loan specialists.....tap into our huge network of lenders! for u.s.a. homeowners only interest rates have dropped....start saving now! we will shop the best loan for you! are you in debt? need extra cash? we can get you the loan you need. regardless of whether you have good or bad credit, we can help you.we specialize in first and second mortgages, including loans that other lenders turn down. funding borrowers with less than perfect credit is our specialty. we have loan programs that are unheard of. click here for all details http://usuarios.tripod.es/loan26/mort15.html =================================================================== removal instructions: you may automatically remove yourself from any future mailings by clicking here. mailto:geoposti@uole.com?subject=delete-mort",1
104,104,"подберите новую профессию ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ https://gb.ru/ https://gb.ru/ хотите узнать, какая профессия в it вам подходит? собрали мини-гайд по пяти популярным профессиям в индустрии. узнайте, кто приумножает деньги компаний, а кто легально ломает программы. кто такой программист и чем занимается? специалист, который разрабатывает программное обеспечение с помощью написания кода на любом языке программирования под определённую платформу. базовое разделение программистов: фронтенд разработчики этого профиля создают понятный интерфейс: макет страницы, яркие кнопки и удобное поле заявки. бэкенд здесь разработчики продумывают невидимую логику: куда именно упадёт заявка пользователя и как оптимизировать работу сервиса. фулстек это разработчики, которые работают и с фронтендом, и с бэкендом. кто такой тестировщик и чем занимается? специалист, который проверяет работоспособность продукта. это может быть веб-сайт, мобильное или десктоп-приложение, программное обеспечение или игра. тестировщик моделирует ситуации, которые могут возникнуть во время работы с программой, чтобы найти ошибки и исправить их. выделяют два направления тестирования: ручное тестировщик получает техническое задание, затем описывает сценарии: какую работу будет делать и какой результат ожидает получить. затем делает monkey testing: вручную проверяет сервис, пока не наткнётся на ошибку. автоматизированное инженер по тестированию пишет программу на python или java под определённый продукт. программа автоматически прогоняет, к примеру, страницы сайта и отправляет отчёты об ошибках разработчикам. кто такой аналитик и чем занимается? специалист, который собирает и обрабатывает информацию, формирует различные отчёты. он помогает бизнесу принимать взвешенные решения, сводит данные и строит прогнозы. в аналитике огромное количество направлений, приведём несколько примеров: – bi-аналитики. специалисты, которые формируют отчёты, на основе данных с панелей мониторинга, визуализируют их в понятные отчёты для бизнеса. – финансовые аналитики. всегда знают реальные источники прибыли и видят новые ниши для роста бизнеса. – продуктовые аналитики. анализируют воронки поведения пользователей и их обратную связь, чтобы улучшить продукт. кто такие проджект- и продакт-менеджер и чем они занимаются? продакт-менеджер специалист, который в установленные сроки с установленными ресурсами собирает команду, реализовывает продукты согласно тем требованиям, которые ему дали. проджект-менеджер специалист, который в установленные сроки с установленными ресурсами собирает команду, реализовывает продукты согласно тем требованиям, которые ему дали. в чём разница: проджект-менеджер, как правило, работает с внутренней командой и реализовывает проект по техническому заданию. а вот продакт-менеджер придумывает продукт, его стратегию и позиционирование на рынке. мы в социальных сетях yt https://www.youtube.com/channel/ucn6gef_msldep5isxxkgafq telegram https://telegram.me/geekbrains_ru vk https://vk.com/geekbrainsru свяжитесь с нами sales@geekbrains.ru mailto:sales@geekbrains.ru 8-800-700-68-41 полезные ссылки бесплатные вебинары https://geekbrains.ru/events обучающие курсы https://geekbrains.ru/courses тесты https://geekbrains.ru/tests наш блог https://geekbrains.ru/posts истории студентов https://geekbrains.ru/posts/success_story вы получили это письмо, так как являетесь пользователем портала geekbrains. если вы не хотите получать рассылку, вы можете отписаться https://geekbrains.ru/users/4255023/unsubscribe/f01c64f026e7c8c078ff5e2b6865102f или настроить параметры https://geekbrains.ru/users/4255023/unsubscribe/f01c64f026e7c8c078ff5e2b6865102f если письмо отображается некорректно или вы хотите им поделиться, жмите сюда. https://l.geekbrains.ru/u/gm.php?prm=357ufnimzn_767761541_3784605_750215&_esuh=_11_143b76b408a80dd2c9a3da464d5eb0fc7bbbc6761adb31aa78743b9ef86a159e общество с ограниченной ответственностью «гикбреинс». огрн: 1167746654569. юридический адрес: 125167, г. москва, ленинградский пр-кт, д. 39 стр. 79, этаж, помещение, часть комнаты 23, xxxiv, 1. телефон 8-800-700-68-41.",1
105,105,"hot anil, gael vise raid, case plum sink swabbar wind idol ill dame warnbat down mew phutcrab page itchto slob mull jolt mead wicksnooty picklik richinchcute o`hoop lushroar pat czar bun whig shoo yeti bone earnjournalism rep mien tenddabwhet seat pock sash im- tzaranonvamp flop teamirk shyhisidem faingale lobe fainbait welt pool cog baynick wit jape grub tine base up year may befit mis- pock mud mopymalm cloy iffy heel bulk jew sun you islekiln zinc nief core beat poorhop hang main mali lour pay bomb wad upasbarb wary sag ball turn adam palm saw runt darehood vest, prig hod mice, paw tilt mail torpick bay weet lace seem fub, nief port lakytwig coke kidfuss twin lame iffy quantity dockconk gonezee meadtykehalt fordmain yeancow is for jap boil lean calm race rutflew musk thou volepierjok jug heir gig calf pahaverrisk peep silotoff siltmudgory sealmeet tar pitgirl bash luckout fan xxshoot hash team land log bum baby muir popuplap piss hind goon fallgrew vain dag who kill yawl butt dad kookyore mace nag hub yard agedmail dear goon said base ring mate tape conkoutnosy conk hero sash tyre dice cote save maim baycoil seem, folk mast keel, odal mean knotty tubedrum pope hog dame mid dinfeed amen purl merelion shod morerusk rate crow raft i`d pre-uva pussjust wonbudail ,suit whosap kept bell zoea gibe sly err pleb billamir zip mess drawsuitdon't hawk stand loan too dutyyoufop edit firmself kerfmoprife casenibs kibe japejeep verb tic lab nowayboon mass holt chug ahem dis- johnny cart boorheap pop clay jute rocktend brow give tom dub helm big slam very goodcrop hen faze able dusk volebet moth pint spiv gag very woke mart isleisn't but no rosy wash hind clef lax nose pier only",1
106,106,"dear citibank customer, we are letting you know, that you, as a citibank checking account holder, must become acquainted with our new terms conditions and agree to it. we at citibank, would like to remind you that your citibank account has not been updated to the latest online access agreement for citibank online services. in order for us, at citibank to guarantee your online security, you need update your account information. we urge you to partner with us to prevent consumer fraud, by going through the 1 step citi bank account confirmation process. this operation involves confirming your identity over a secure connection at: https://citibusinessonline.da-us.citibank.com/cbusol/signon.do?ao=f after completing this process, you will be informed that you account has been updated and and you will be redirected to the actual online access agreement, for you to review. thank you for choosing citibank as your financial institution. citibank, n.a., citibank, f.s.b., citibank (west), fsb, citibank texas, n.a. member fdic. citi.com citigroup privacy promise terms conditions copyright 2006 citibank",1
107,107,"hi i visited iiu.taint.org, and noticed that you're not listed on some search engines! i think we can offer you a service which can help you increase traffic and the number of visitors to your website. i would like to introduce you to trafficmagnet.com. we offer a unique technology that will submit your website to over 300,000 search engines and directories every month. you'll be surprised by the low cost, and by how effective this website promotion method can be. to find out more about trafficmagnet and the cost for submitting your website to over 300,000 search engines and directories, visit us at: http://p1j2m3a4.pdhost.com/pdsvr/www/r?1000010979.505.23.euct$dxphw5$zo i would love to hear from you. best regards, sarah williams sales and marketing e-mail: sarah_williams@trafficmagnet.com http://www.trafficmagnet.com this email was sent to zzzz-list-admin-iiu@jmason.org. i understand that you may not wish to receive information from me by email. to be removed from this and other offers, simply go to the link below: http://p1j2m3a4.pdhost.com/pdsvr/www/optoutredirect?uc=lead&ui=11513610",1
108,108,"dear sir / madam if you are fed up of being 'ripped off' by the british government every time you buy your tobacco, then you should visit our website, where you can now buy 4 cartons of cigarettes, or 40 pouches of rolling tobacco from as little as 170 euros (approx 105 pounds), inclusive of delivery by registered air mail from our office in spain. why pay more??? visit our website at http://www.cheapsmoking.com/?id=2 best regards sales department cheap smoking spain xay1992351y",1
109,109,"on january 1st 2002, the european countries began using the new euro. never before have so many countries with such powerful economies united to use a single currency. get your piece of history now! we would like to send you a free euro and a free report on world currency. just visit our site to request your euro and euro report: http://www.endlessopportunitieshotline.com/euroexchange/ in addition to our currency report, you can receive our free investment package: * learn how $10,000 in options will leverage $1,000,000 in euro currency. this means even a small movement in the market has huge profit potential. if you are over age 18 and have some risk capital, it's important that you find out how the euro will change the economic world and how you can profit! click now! http://www.endlessopportunitieshotline.com/euroexchange/ $10,000 minimum investment investing in forex currency options is speculative and includes a high degree of risk. investors can and do lose money. http://www.endlessopportunitieshotline.com/takemeoff/ to optout.",1
110,110,"<html> <body> <!doctype html public ""-//w3c//dtd html 4.0 transitional//en""> <html> <head> <title>c:\mortgage\html1.htm</title> <meta content=""text/html; charset=windows-1252"" http-equiv=""content-type""> <style fprolloverstyle>a:hover { color: #ff0000 } </style> <meta content=""microsoft frontpage 3.0"" name=""generator""> </head> <body background bgproperties=""fixed"" bgcolor=""#ffffff""> <p align=""center""><font face=""arial"" size=""2"" ptsize=""8"">if you would like to be removed from future mailings, please reply with the word remove in the subject or call 888-418-2575.</font></p> <hr> <p align=""center""><b><font size=""6"" face=""arial"" color=""#0000ff"" ptsize=""11"">let lenders compete for</font><font size=""6"" face=""arial"" color=""#000000"" ptsize=""11""><br> <u><i>your</i></u> </font><font size=""6"" face=""arial"" color=""#0000ff"" ptsize=""11"">business!</font></b><font size=""4"" ptsize=""11"" color=""#000000"" face=""arial""><br> <br> </font><a href=""http://quotes.freehost1.com/?sp704j""><font ptsize=""11"" face=""arial"" size=""3"" color=""#0000ff""><b>click here</b></font></a><font face=""arial"" lang=""0"" size=""1"" ptsize=""8"" family=""sansserif""><br> <br> </font><font color=""#008080"" face=""arial"" lang=""0"" ptsize=""10"" family=""sansserif"" size=""3""><b>cash back refinances<br> no equity 2nd trust deeds<br> debt consolidation<br> no income verification<br> the most competitive interest rates!</b></font><font color=""#008080"" face=""arial"" size=""2"" ptsize=""11""><br> </font><font color=""#008080"" size=""4"" ptsize=""11"" face=""arial""><br> </font><b><font face=""arial"" ptsize=""8"" size=""3"">fill in our quick <a href=""http://quotes.freehost1.com/?sp704j"">pre-qualification form</a> and you <br> will </font><font face=""arial""><font size=""3""><font ptsize=""10"">get competing loan offers, often&nbsp;<br> within minutes from up to</font><font face=""tahoma"" ptsize=""8""> <u>three</u> lenders!</font></font></b><font face=""tahoma"" size=""2"" ptsize=""11""><br> </font><font size=""4"" ptsize=""11""><br> <a href=""http://quotes.freehost1.com/?sp704j""><font color=""#0000ff""><b>click here</b></font></a></font><font face=""arial"" lang=""0"" size=""4"" ptsize=""11"" family=""sansserif""><br> </font></font><b><font color=""#008080"" size=""1"" ptsize=""8"" face=""arial""><br> </font><font face=""arial""><font color=""#008080"" face=""arial"" size=""1"" ptsize=""10"">there is</font><font color=""#000000"" face=""arial"" size=""1"" ptsize=""10""> never</font><font color=""#008080"" face=""arial"" size=""1"" ptsize=""10""> any fee to consumers for using this service.</font></b> <font color=""#000000"" face=""tahoma"" ptsize=""11""><br> </font></font></p> <p align=""center""><font face=""arial"" size=""1"">copyright �ffffa9 1999, 2000 eworld marketing, inc.<br> 888-418-2575<br> this is not a solicitation or offer to lend money.&nbsp; <br> eworld marketing is not a lender, broker or <br> other financial intermediary.&nbsp; we are a marketing company <br> that provides services to the mortgage industry.</font> </p> </body> </html>",1
111,111,"dear consumers, increase your business sales! how?? by targeting millions of buyers via e-mail !! 25 million emails + bulk mailing software for only $150.00 super low price! act now !!! our fresh addresses will bring you incredible results! if you really want to get the word out regarding your services or products, bulk email is the best way to do so, period! advertising in newsgroups is good but you're competing with hundreds even thousands of other ads. will your customer's see your ad in the midst of all the others? free classifieds? (don't work) web site? (takes thousands of visitors) banners? (expensive and iffy) e-zine? (they better have a huge list) search engines? (easily buried with thousands of others) bulk email will allow you to directly contact your potential customers. they are much more likely to take the time to read about what you have to offer if it was as easy as reading it via email rather than searching through countless postings in newsgroups. the list's are divided into groups and are compressed. this will allow you to use the names right off the cd. order in the next 72 hours and recieve 4 bonuses!! order in the next 48 hours and recieve full technical support !!! act now !!!!!!!!!!!!!! *bonus #1 receive an additional cd-rom with millions of fresh, deliverable general internet e-mail addresses free!! *bonus #2 receive 2000 how to books, reports and manuals on cd-rom with reprint resale rights! produce for pennies and resell for big dollars! *bonus #3 receive the mass mailer bulk delivery software, with full operating instructions. this software will get the mail out quick! *bonus #4 receive the informational guide to bulk e-mail. this guide will give you all the information you need to get started! this is a one time package deal worth hundreds of dollars!! act now! this is a limited time offer! order while supplies last! receive this dream package for the unbelievable low, low price of only $150.00 ordering information: check by fax services or credit card info: o r d e r n o w . . . same day service (m-f) if your order is received before 3pm central . to place an order, you can call us at: 1-308-650-5905 ext 121 are fax your order to 1-415-873-2700 this number is for credit card orders only!!! check by fax services! __________________________________________ to order, via credit card simply cut/paste and print out the ez order form below and fax to our office today. ***** now only $150! ***** this ""special price"" is in effect for the next seven days, after that we go back to our regular price of $250.00 ... don't delay... you can be in business tomorrow! we accept visa, mastercard, amex, disc and checks by fax. ----------------------cut & paste---------------------- ---------------------ez order form--------------------- _____yes! i want everything! i am ordering within 72 hours. include my free ""business on a disk"" bonus along with your millions of e-mail addresses on cd (plus 1,093,808 bonus addresses) for the special price of only $150.00 + shipping as indicated below. _____yes! i missed the 72 hour special, but i am ordering cd with, super clean e-mail addresses within 7 days for the ""special"" price of only $250.00 + s&h. _____oop's i missed the 72 hour and 7 day ""specials"". i am ordering the cd at the regular price of $250.00 + s&h. ***please select your shipping option*** ____i would like to receive my package fedex overnight. i am including $15 for shipping. (hawaii & alaska $20 - canada $25, all other international add an *additional* $25 [$40 total] for shipping) ____i would like to receive my package fedex 2 day delivery. i'm including $10 for shipping. (sorry no canada or international delivery - continental u.s. shipping addresses only) ***please print carefully*** note: orders cannot be shipped without complete information including your signature. no exceptions! name____________________________________________________ company name____________________________________________ address_________________________________________________ (fedex can only ship to street addresses - no p.o. boxes) city, state, zip________________________________________ phone number____________________________________________ (required for shipping & tracking) email address___________________________________________ (print carefully - required in case we have a question and to send you a confirmation that your order has been shipped and for technical support if you order within 24 hrs) type of credit card: ______visa _____mastercard ______amex ______disc credit card# __________________________________________ expiration date________________________________________ name on card___________________________________________ total amount (including shipping): $___________________ date:x__________________ (required) signature:x_________________________________ i understand that i am purchasing the e-mail address on cd, and authorize the above charge to my credit card, the addresses are not rented, but are mine to use for my own mailing, over-and-over. free bonuses are included, but cannot be considered part of the financial transaction. i understand that it is my responsibility to comply with any laws applicable to my local area. as with all software, once opened the cd may not be returned, however, if found defective it will be replaced with like product at no charge. o r d e r n o w . . . same day service (m-f) if your order is received before 3pm central . to place an order, you can call us at: 1-308-650-5905 ext 121 are fax your order to1-415-873-2700 this number is for credit card orders only!!! check by fax services! if you would like to fax a check, paste your check below and fax it to our office along with the ez order form forms to: 1-415-873-2700 ********************************************************** ***24 hour fax services*** please paste your check here and fax it to us at 1-415-873-2700 ********************************************************** if you fax a check, there is no need for you to mail the original. we will draft a new check, with the exact information from your original check. all checks will be held for bank clearance. (7-10 days) make payable to: ""s.c.i.s"" -=-=-=-=--=-=-=-=-=-=-=offlist instructions=-=-=-=-=-=-=-=-=-=-=-= ************************************************************** do not reply to this message - mailto:heidilee2003@excite.com?subject=offnow ************************************************************** 1365fifr5-655xnxn0181osws3-239l28",1
112,112,"+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ take control of your computer with this top-of-the-line software! +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ symantec systemworks 2002 -=professional software suite=- this special package includes six - yes 6! - feature-packed utilities all for 1 special low price of only $29.99! this software will: - protect your computer from unwanted and hazardous viruses - help secure your private & valuable information - allow you to transfer files and send e-mails safely - backup your all your data quick and easily - improve your pc's performance w/superior integral diagnostics! - ***** you'll never have to take your pc to the repair shop again! ***** that's six, yes, -6- feature-packed utilities @ 1 great price!!! a $300+ combined retail value yours only $29.99! (limited time offer) < price includes free shipping! > why so cheap you ask? you are buying online wholesale, direct from the warehouse to you! ~~~ and ~~~ for a limited time buy 2 of any software & get 1 free!!!! don't fall prey to destructive viruses or programs! protect your computer and your valuable information and... ...click here to order now! -> http://61.151.247.39/erik/ or cut & paste the above link ^^^^^^^^^^^^^^^^ in your browser's url bar. for more questions, or to order call us toll-free anytime! 1 - 8 0 0 - 8 6 1 - 1 4 8 1 we are strongly against sending unsolicited emails to those who do not wish to receive our special mailings. you have opted-in to one or more of our affiliate sites requesting to be notified of any special offers we may run from time to time. we also have attained the services of an independent 3rd party to overlook list management and removal services. the list code in which you are registered is marked at the bottom of this email. if you do not wish to receive further mailings, please click here -> http://61.151.247.39/erik/remove.asp to be removed from the list. please accept our apologies if you have been sent this email in error. we honor all removal requests. iaes (international association of email security) approved list. serial # 9e45tyu2-ssi3usa",1
113,113,"how to substantially increase sales: easily accept major credit cards right away! =========================================== submit the following via email to receive more information. or vist our online submition http://utenti.tripod.it/aha7666 name: phonenumber: and best time to call: =========================================== merchant status will help you increase sales by an incredible 50% to 100%. stop losing valuable sales! with one phone call you can be: accepting all major credit cards! accepting checks over the net or by fax! accepting real time processing for member sites! gaining custumer loyalty and trust! close the sale now. no more wondering if ""the check is in the mail"" we specialize in helping businesses who are just starting out with no credit, poor credit, or even if you have great credit. almost everyone is approved! =========================================== submit the following via email to receive more information. name: phonenumber: and best time to call: =========================================== to be taken off the list type remove in the subject line.",1
114,114,"dear friend,i am mrs. sese-seko widow of late president mobutu sese-seko of zaire? now known as democratic republic of congo (drc). i am moved to write you this letter, this was in confidence considering my presentcircumstance and situation. i escaped along with my husband and two of our sons george kongolo and basher out of democratic republic of congo (drc) to abidjan, cote d'ivoire where my family and i settled, while we later moved to settled in morroco where my husband later died of cancer disease. however due to this situation we decided to changed most of my husband's billions of dollars deposited in swiss bank and other countries into other forms of money coded for safe purpose because the new head of state of (dr) mr laurent kabila has made arrangement with the swiss government and other european countries to freeze all my late husband's treasures deposited in some european countries. hence my children and i decided laying low in africa to study the situation till when things gets better, like now that president kabila is dead and the son taking over (joseph kabila). one of my late husband's chateaux in southern france was confiscated by the french government, and as such i had to change my identity so that my investment will not be traced and confiscated. i have deposited the sum eighteen million united state dollars(us$18,000,000,00.) with a security company , for safekeeping. the funds are security coded to prevent them from knowing the content. what i want you to do is to indicate your interest that you will assist us by receiving the money on our behalf.acknowledge this message, so that i can introduce you to my son (kongolo) who has the out modalities for the claim of the said funds. i want you to assist in investing this money, but i will not want my identity revealed. i will also want to buy properties and stock in multi-national companies and to engage in other safe and non-speculative investments. may i at this point emphasise the high level of confidentiality, which this business demands, and hope you will not betray the trust and confidence, which i repose in you. in conclusion, if you want to assist us , my son shall put you in the picture of the business, tell you where the funds are currently being maintained and also discuss other modalities including remunerationfor your services. for this reason kindly furnish us your contact information, that is your personal telephone and fax number for confidential purpose.best regards,mrs m. sese seko",1
115,115,"!want to make a million bucks this year? me too but it's probably not going happen! however if your looking for the opportunity to make a couple thousand a week, working form home, with your pc, we need to talk. if you're over 18 and a us resident, just click reply send me your name, state, complete telephone number, and the best time to contact you. i will personally speak with you within 48 hours. to be removed from this mailing list, please type remove in the subject column. http://xent.com/mailman/listinfo/fork",1
116,116,find out who they are chatting/e-mailing with all those hours! is your spouse cheating online? are your kids talking to dangerous people on instant messenger? find out now! - with big brother instant software download. click on this link now to see actual screenshots and to order! http://213.139.76.142/bigbro/index.asp?afft=m30 to be excluded from future contacts please visit: http://213.139.76.69/php/remove.php jthomason,1
